,author,date,stars,review_body
196,"data-hovercard-id=""A3EfiqNTZXuB_KsVvkEprw"">Mary G. B.","
        7/6/2013
    ",4.0,"You've hired a man by the name of Yonny Trujeque. He is using an 11 year old girls social security card number. By allowing him to work at your establishment after being notified. What kind of professional business does this? To anyone who reads this and does not believe me, I don't blame you. I ask one favor of you. The next time you eat at Zazies, ask to thank Yonny. He clearly doesn't care who he hurts, but I do."
197,"data-hovercard-id=""W39bC-2OaMQHMtmkVuDkbA"">K K.","
        7/3/2013
    ",4.0,Good but $$$$.  Eggs just shouldn't cost that much.
198,"data-hovercard-id=""bJGBkiWtPItZeQU-6PO8mQ"">Rolly A.","
        6/12/2013
    ",4.0,"polenta topped with runny eggs, winner!"
199,"data-hovercard-id=""5Dl3itT76l6MazXYfaza7g"">Sarah A.","
        6/3/2013
    ",4.0,Love the patio
210,"data-hovercard-id=""rSiT8uILLZiILwlr-TiEDQ"">Mark C.","
        5/30/2013
    ",4.0,One of the best brunch spots in the city!
211,"data-hovercard-id=""K5MZzAvmgWNaYP5HxgOp1A"">Diana L.","
        4/21/2013
    ",4.0,"Great, cozy place in Cole Valley."
212,"data-hovercard-id=""XM9czJdhSQYVpn7bBAQRSQ"">Megan R.","
        2/17/2013
    ",4.0,"We had a lovely brunch here a few months ago and it was delicious. We had to wait almost two hours (it's very small but charming). My parents were in town so we took them there because we knew it was supposed to be good. The service was friendly and the atmosphere is cozy and sort of French provencal. My husband got the french toast, which he loved. I tried a bite and it was great. I got the eggs florentine, which were nice. Not tons of flavor since it's just english muffin, spinach, mushrooms, and poached eggs, but the hollandaise sauce was really nice. My dad got the pancakes and my mom got the un, deux, trois - which is one pancake, two eggs, and three strips of bacon. Everyone was pleased, but just didn't like the fact we had to wait so long. I'm not dying to go back or anything, but very happy we tried it out."
213,"data-hovercard-id=""E1pI2FeLJ2KHYOb11DD-lQ"">Christina W.","
        1/28/2013
    ",4.0,Long wait but worth it every time!  Delish
214,"data-hovercard-id=""5IvFt3z56mptMjmwC2YfeA"">Ha K.","
        12/3/2012
    ",4.0,"Hate the trek over to Cole Valley but Zazie is worth it, so long as the wait is short!<br/><br/>I love the availability of the option to order singular items so that you can taste multiple dishes on each visit. Gingerbread pancakes are good and the lemon curd is delish. Benedicts are solid and service is good as well. French toast is average. Atmosphere is very cute yet cramped!"
215,"data-hovercard-id=""lIN557tBIaWFeAefxQx3PQ"">Emily T.","
        10/3/2012
    ",4.0,"My husband and I enjoyed brunch at Zazie twice on a trip to San Francisco. The French toast was delicious, the mimosas were nice, and the atmosphere was pleasant (we ate outdoors). Very nice dining experience!"
216,"data-hovercard-id=""8QaH527DMb7jwwLkt9M6rg"">Liane P.","
        8/15/2012
    ",4.0,"A friend of mine treated me to dinner here and it was good.  We split the charcuterie platter for an appetizer, and it was ok.  She started with corn bisque or chowder which she said was very good.  She had no complaints about her Zazie burger either.  I had the Meyer lemon and ricotta raviolis and they were amazing.  We ended our meal with the Le Deux Cremes and they were also lovely.  A few of the people around our table were having some amazing looking bowl of chocolate so I will try that next time :) Looking forward to trying brunch here on the patio!"
217,"data-hovercard-id=""LlHPwiSslb8jfOKc-EmE3Q"">Jennifer L.","
        6/26/2012
    ",4.0,"Last night my family and I had a wonderful time at this restaurant. We had a party of 6 including my little 2yr old little girl. Christine our waitress was so delightful!<br/> They sat us on the back patio where there are comfortable cushions to sit on, heating lamps to keep you warm and blankets too. My little girl was a handful last night - Mondays you can bring your dog with you and get $10 off a bottle of wine - she was in doggie heaven! The food was wonderful, the wine was perfect and the atmosphere was relaxing and enjoyable. If you live here in the city or just visiting I strongly recommend this place to be on your list to come too. <br/><br/>Thank you everyone at Zazie's making our family dinner so wonderful!"
218,"data-hovercard-id=""QrQnU-5Kn-ioWSxkL3uAyQ"">Len G.","
        6/7/2012
    ",4.0,"I live in the neighborhood and visit Zazie on a regular basis. The food is always well prepared and the service is good. Monday night is dog friendly on the patio, which is awesome. I can not eat gluten and generally they are accommodating, but there has been a time or two when they have balked at a simple substitution (like swapping out a side).<br/><br/>Overall, a good neighborhood spot worth checking out."
219,"data-hovercard-id=""sW3iNVTtYLbf3cwskfS_yQ"">Cindy L.","
        5/1/2012
    ",4.0,"Great Brunch spot.  I try to stop in with my husband every time we visit the city.  Can get very noisy so don't expect and intimate 'Mothers day brunch' type setting.   Delicious Benedicts and of course, MIMOSAS."
230,"data-hovercard-id=""yKVlVo-yZXHG8XLUb02l6Q"">Jordan S.","
        4/25/2012
    ",4.0,Do it.  Eat it all.  Fantastic!  Enough said
231,"data-hovercard-id=""8LHSwzLSZruJYf2sWSQ_6w"">Poom V.","
        11/30/2011
    ",4.0,"Brunch there was, nice, we were lucky as we waited like 5-10 min. Eggs with crab was really good, espresso to! Mango mimosa is a little blend."
232,"data-hovercard-id=""7SWkLwYhplVvCKFi3gJ2Eg"">Mitch P.","
        9/3/2011
    ",4.0,"Eggs Benedict! SIGN ME UP!!! Pretty Amazing!<br/><br/>4 star because, the Bloody Mary was made with that Suju """"vodka"""", Wish they had the real stuff. I know it's not there fault, probably SF city political mumbo jumbo.<br/><br/>Cool patio out back.<br/><br/>Tip- get there early to sign up, my suggestion drop somebody off to sign up, and send the driver to find parking!"
233,"data-hovercard-id=""AJMT_eaZvZ7RPxsSiIN9IA"">Debra J.","
        7/21/2011
    ",4.0,What an amazing brunch location. I am definitely going back!!!
234,"data-hovercard-id=""VK3Glpr629kUXErUciIx4A"">Jamel I.","
        6/28/2011
    ",4.0,"Went off-peak, did not wait"
235,"data-hovercard-id=""UxFdgBToqdg005jKnR4z9w"">Briana B.","
        6/11/2011
    ",4.0,"great brunch spot, lovely outdoor seating and amazing french toast.  Also love the potatoes!"
236,"data-hovercard-id=""3n2SJBXRdnIjTTX0rAjkdQ"">Marina P.","
        6/6/2011
    ",4.0,Absolutely worth the 45 minute wait at least for the Albert! I try not to sit inside as it tends to be noisy and crowded. Their patio is a great place to relax and enjoy your food.
237,"data-hovercard-id=""975mzo-0mRSlkCBRhFMr3A"">Georgia S.","
        4/11/2011
    ",4.0,"If it weren't for the long wait, this would get five stars. But once you do get in, it's definitely worth it.<br/><br/>I got eggs over easy in a spicy goat-cheese tomato sauce, served on top of polenta with roasted mushrooms, and I was in HEAVEN! Drinks (coffee, tea, etc.) are a little overpriced, but their hot chocolate is also divine.<br/><br/>Highly recommended."
238,"data-hovercard-id=""gmwdAjK9S1IB09Z_cNqkwQ"">David M.","
        2/2/2011
    ",4.0,"I know it's not fair to take off a star for the wait, but them's the breaks ...  Food is fresh and flavorful, service is good, and I like wine with lunch.  And brunch."
239,"data-hovercard-id=""6GuPSKCVScP01TnR07TxBQ"">NATHAN S.","
        12/16/2010
    ",4.0,"So far so good, I love the pate with the Salmon dish! I know it doesn't SOUND the greatest, but you'll be surprised. It's really good!"
250,"data-hovercard-id=""JhBi3L-H_tr9NMslDIMu8g"">D C.","
        10/26/2010
    ",4.0,"4.5 stars. Breakfast here for one person was $20.75. <br/><br/>Had Latte, Un, Deux, Trois. Pumpkin Pancake was very yummy. <br/><br/>Service was very friendly - How does she do it? Waiting on 7-9 tables and still be warm, friendly, out going personality! U rock girl!<br/><br/>Kinda pricey - Probably need to watch out on the extra stuff/add on's."
251,"data-hovercard-id=""mpGhwso4IC4Aivp12xHuaw"">Hayley P.","
        8/30/2010
    ",4.0,"Came here specifically for some french toast.  I ended up spending half the time I was there waiting for the bathroom for my little child.  But their food was good, and it definitely carried a good ambiance."
252,"data-hovercard-id=""9AwhXBAsFzorD_haERQ9_g"">Misha S.","
        7/21/2010
    ",4.0,The BLT is awesome!<br/><br/>Roma Tomatoes that are halved and baked tie this sandwich together with some really awesome flavors. <br/><br/>Get after it! Very moderately priced and the service was friendly.<br/><br/>Highly recommend it.
253,"data-hovercard-id=""wH7RzDK4-Jfl80nsXWk8JQ"">Chris L.","
        6/26/2010
    ",4.0,"Solid tiny bistro, super friendly staff"
254,"data-hovercard-id=""ae-tze8EKFS_ouOD7MRZrw"">Lenny B.","
        6/4/2010
    ",4.0,Because of this place I now cook garlic with all of my potatoes. And the eggs are never dry. ever.
255,"data-hovercard-id=""zy6C_nt8ZyOtAjcFzEKHVg"">Jules H.","
        4/8/2010
    ",4.0,"I often go to Zazie on a Monday evening because they allow dogs to be brought to their patio.  If desired, blankets are provided in addition to the gas heat.  There already are ample reviews on the food but the idea of being able to take your good friend and constant companion with you is very welcome and most unusual in SF.  The dogs are generally very well behaved; indeed, I have never seen any untoward offenses by the dogs, just by owners spoiling their pets by slipping them choice morsels."
256,"data-hovercard-id=""u7aZsE6JYxBzILKXmbli0w"">Joan K.","
        3/15/2010
    ",4.0,"Dinner!<br/><br/>Sat on the patio outside -- totally worth it.  <br/><br/>No cassoulet when we went.  <br/>Steak, perfectly cooked with a dreamy sauce, only complaint, not enough sauce.<br/>Grilled Porkchop -- good, very tasty, but not thrilling.<br/>Creme Brulee -- very tasty and nice contrast to the star of the show....<br/>Hot Chocolate dessert -- worth every extra minute of exercise after consuming. <br/><br/>Service was spot on (thanks JEFF!).  Wine list -- good and not overwhelming.<br/><br/>Overall - creative menu solidly executed."
257,"data-hovercard-id=""ZJD3vyo-D4oHOaM9zV-nVQ"">Victor C.","
        12/20/2009
    ",4.0,Breakfast is so good here. I only come here on weekday because they have long line on weekend. Patio section is very nice to enjoy the food.
258,"data-hovercard-id=""03ao0Bo_CGdZ3TQiu59dTA"">Sim K.","
        12/12/2009
    ",4.0,"On a nice evening, this is one of the best places in the city to have dinner...they have a fabulous outdoor patio in the back that you wouldn't even know existed...they have space heaters and blankets and it's actually quite cozy for outdoor eating.  Good service and good food.  The burger is particularly good with the roasted tomatoes..."
259,"data-hovercard-id=""uCMuatMZoEzWzicSC6FdWg"">MisaNotLisa A.","
        10/24/2009
    ",4.0,Only been there for brunch. Too packed on the weekends tho. French toast is yummy. Croque Madame is delish. Super cute decor and feel. I love sitting out back on sunny days. Egg things always tasty. Service is pretty good. One of the better brunch spots in the city
270,"data-hovercard-id=""5ZglrNt9JQRyAKJQCkgCxA"">Dree B.","
        5/9/2008
    ",4.0,"Yay for Zazie being re-opened! I haven't seen the renovations that took so long yet, but I can't wait.<br/><br/>Zazie is one of the first places I ever went after moving to San Francisco, so it has a special little place in my heart :)<br/><br/>Great atmosphere, great breakfast, great neighborhood. Just watch out because the wait on weekdays will kill ya!"
271,"data-hovercard-id=""-YZzp8R6rTptchdgPJqTtQ"">David L.","
        2/20/2008
    ",4.0,Good brunch french food.
272,"data-hovercard-id=""P6MlWTkK_HtzWuoJwTBTBw"">Monster C.","
        2/12/2008
    ",4.0,"everytime, i love them more and more!"
273,"data-hovercard-id=""lWAQ0O5Ec5xna148_QoJhA"">dewzi d.","
        5/21/2007
    ",4.0,"I love France! <br/>Zazie wasn't France, but it was tre cool.<br/>Sunday brunch was fab. We waited for 15 minutes or so for a table...it would have been less but batwoman stole our table...<br/><br/>Either way the menu tempted me in many ways...i gave in to a parfait of organic granola, yogurt and fresh fruits, i tried a piece of the french toast with carmelized bananas and walnuts, and a side of the garlic breakfast potatoes. I havent eaten since....sike, but just thinking of it makes me want to take a nap...<br/><br/>brunch is the best"
274,"data-hovercard-id=""8NLyGstSiCE4PqAf5AqaZg"">shannon s.","
        5/18/2007
    ",4.0,"Gotta try the Monaco Bene and the build it yourself mango puree mimosa by the bottle (really reasonably priced).  I would definitely wait the extra 20 minutes for outdoor seating.  Roasted garlic clove breakfast potatoes are my fav!<br/><br/>pros: the entire menu, the outdoor seating, the mimosas<br/>cons: parking and the crazy wait on sat and sun mornings."
275,"data-hovercard-id=""NeJ_gbqniaydszPgIK_fKQ"">Jeffrey W.","
        4/21/2007
    ",4.0,"Mmmm, mmmm brunch!  Hit it up, if you can get a table for brunch.  Cheers!!!!"
276,"data-hovercard-id=""MChIW2Ob1fHb1wHNnt-RHw"">Yumio S.","
        6/15/2005
    ",4.0,"Try the Fish Soup! (Provencal) We go back to the city, just for the Soup."
277,"data-hovercard-id=""ZoCZBR4SN2KWUHxOrm0VvQ"">David G.","
        10/13/2004
    ",4.0,Best place for an outdoor brunch on the weekend
278,"data-hovercard-id=""tgXO8s3qgCt6WOyyObWv3A"">Miranda K.","
        2/25/2019
    ",5.0,The food was amazing. I've had nothing but have great buttermilk pancakes and Mexico Scramble. Can't go wrong with a selection on the menu. The service was friendly and attentive. Would definitely recommend.
279,"data-hovercard-id=""b7W2qPcdX6dye1wN38OGCw"">Gregory F.","
        2/14/2019
    ",5.0,"The best breakfast food in the area by far. Not only delicious food but the food was prepared with passion and love. I have been here thrice now. I had the French Toast Tahiti, pancakes and a glass of mimosas. Both are very good. The coffee cake was amazing too. Flavors change seasonally, but always a winner. It is hard to go wrong here."
290,"data-hovercard-id=""tc-57CfOLPvAGiqU_2AHEw"">Robert H.","
        2/10/2019
    ",5.0,"This place is worth the wait. The place is not expensive at all.  Zazie is an intimate restaurant where you can eat well and have a conversation. We got lucky and sat in the back patio. We shared Florentine Benedict, Mexico Scramble, French Toast Tahiti and pancakes. The food is absolutely delicious and nicely presented."
291,"data-hovercard-id=""qhbHCAW1RzSnIozJx7D75g"">Kathleen C.","
        1/7/2019
    ",5.0,Zazie is phenomenal. A must-try in San Francisco.
292,"data-hovercard-id=""8yQqWUJIfB_MmXV_cHFllA"">Kameel J.","
        12/25/2018
    ",5.0,"Last week I had visited Zazie for lunch with family and this seemed to be the right fit.  in the back. Seating was quick and the order was taken promptly as well.<br/>We have ordered Smoked Salmon, the crab and eggs Benedict's. everything taste amazing and the eggs were perfectly cooked! <br/>We did enjoy the view though. Loved the ambience and our experience overall was great ."
293,"data-hovercard-id=""01BSFCQ5wVSVHvkvZ2Rv0w"">Jihan J.","
        10/29/2018
    ",5.0,The food was excellent and the service was great. Wait was about 15 minutes which wasn't bad for a Saturday and the food was well worth it!
294,"data-hovercard-id=""DFw6u7PIMAPTzQRlW1SYSw"">Barbara D.","
        8/14/2018
    ",5.0,"Food was delicious! Being in San Francisco for the first time I didn't know where to go for a nice brunch. So I searched for nice restaurants in the neighbourhood and found this small restaurant and it's definitely worth it! The atmosphere, service and the food were great! The only thing is that there could be a waiting line outside, as there is just limited of space, but if you have eaten there, it's definitely worth it."
295,"data-hovercard-id=""Ot3GQfcP8yXJn33K6aucpg"">Cari S.","
        8/11/2018
    ",5.0,"Great for date night. The ambiance is cozy and the waitstaff is very friendly. With that said, I respect the way the restaurant owners take care of their employees. There is no tipping. Everything is baked into the total and everyone is fairly compensated."
296,"data-hovercard-id=""yerCVp8PFtcLwt4RTXAD-w"">Fidel H.","
        7/28/2018
    ",5.0,"So I read this place has one of the best brunches in SF and let me tell you, it lived up to the hype. Brought my family out here for brunch since we were planning to visit Golden Gate Park in the afternoon. Showed up at 10 and there was a huge crowd waiting to be sat. That was the first clue that the place was going to great. Probably waited close to an hour and a half to be sat but the wait was worth it. Service was prompt and courteous and we had drinks at the table in no time. I enjoyed the spritzer while my girlfriend and parents enjoyed the mimosas. We started with the seasonal coffee cake(lemon cake with meyer cream cheese topped with blueberries and a blueberry sauce) that was probably the best I've ever had hands down. My girlfriend enjoyed the Cannes egg scramble with house potatoes and toast. The eggs had crispy bacon, healthy chunks of tomatoes provencales and white cheddar cheese! The house potatoes were nice and hearty and cooked in garlic, so good! I had the Croque Madame with the arugula house salad. The Croque Madame was epic! It was a Black Forest ham sandwich served on toasted Pain de mie topped with melted gruyere and a sunny side up egg, I was in heaven. My gf and I shared the Pain de Mie French Toast that was made with orange cinnamon batter and topped with fresh fruit. Only hiccup or reservation I had was on the fresh fruit. If I was to order again, I could do without the fruit. More of a personal preference, as I don't like the fresh fruit and syrup combination so much. The French Toast was delicious but we couldn't finish everything so we had to take it to go. This brunch is worth the wait and will do it again if I'm ever entertaining friends or family in SF. Saw so many other good dishes, I don't think you can go wrong with anything on the menu. Get here ASAP is you haven't tried. Happy eating and enjoy!"
297,"data-hovercard-id=""68NcHl9crT8-w5P-a3LIwg"">Keith B.","
        7/16/2018
    ",5.0,My favorite brunch spot in SF ... maybe the world.
298,"data-hovercard-id=""aMFiuwPsmJS4Zn1jGuQc_w"">Mike W.","
        6/15/2018
    ",5.0,Great breakfast and service! Highly recommend!<br/><br/>Had eggs Benedict with bacon and avocado and they had a non potato side open with a nice little green salad. The hollandaise sauce was outstanding.<br/><br/>My wife had some scrambled eggs with the House potatoes and they were amazing. Fried and crunchy. <br/><br/>Coffee came timely and even gave me a to go cup for my walk back to Golden Gate Park.
299,"data-hovercard-id=""BVF4dz8df-qhSVhkUs7AXw"">Emmet D.","
        5/7/2018
    ",5.0,"Lovely people, excellent food, wonderful atmosphere. We were on the heated patio during a big rainstorm and I didn't even put on my jacket. Mussels were particularly superb. Perfect place!"
310,"data-hovercard-id=""I5pB0mfvXR6ju0THxNwjdQ"">Nikolas W.","
        5/7/2018
    ",5.0,This place is a secret of local residents. Discover the products that will lead you to another country. One of the best French restaurants in the bay area. A small menu of high quality. Excellent location with beautiful patios and excellent service. Always a pleasure.
311,"data-hovercard-id=""zDAPFKysJ9osBuloaUVhiQ"">Zayden M.","
        5/6/2018
    ",5.0,Nicely done guys. This is a dog friendly location:). It has a wonderful and romantic outdoor/heated area in back to have a lovely and cozy eating experience. I've never been disappointed!
312,"data-hovercard-id=""v6YRtNu9Z3rGSgy_MJdhjA"">Hannah C.","
        5/4/2018
    ",5.0,"Great food, great environment a little to expensive. But overall a great place for having dinner with someone special."
313,"data-hovercard-id=""u-oxTNeEJmSjhc-uDTmTxQ"">Kensley L.","
        5/2/2018
    ",5.0,"One of the best french restaurants I've ever visited. Worth the wait through, a lot of choice, I went with eggs and miracle pancakes. It was amazing! Love that place and will be back again!"
314,"data-hovercard-id=""W3AfospPBZA52KPGSnIBvg"">Emma M.","
        4/24/2018
    ",5.0,"Our favorite place. Everything on the menu is delicious.  Our favorites are the french onion soup, the hanger steak, the pork chop, the trout, and whichever fruit crumble is on offer. The staff are for the most part long-serving, friendly, and know their obligations."
315,"data-hovercard-id=""qfcv354-ZmOjqhF5WKTQEA"">Ty R.","
        3/22/2018
    ",5.0,"I went for my birthday and it was absolutely amazing the waiter was great, the food was great ,the atmosphere was great, everything was absolutely amazing if you can sit in the back patio I would definitely recommend it, it was unlike anything ever before it's a quiet little shop that is far bigger and offers a lot more than meets the eye."
316,"data-hovercard-id=""nUkeQpVTgkrnU3_IOPq5cQ"">Paisley T.","
        2/9/2018
    ",5.0,"They have really nice vegetarian options. The food is always great. Good place but better if you arrive early and about the line. The wait can be long, but it is absolutely worth it."
317,"data-hovercard-id=""_luv8DHtB8jjX8JXOCFRjw"">Athena B.","
        12/12/2017
    ",5.0,This restaurant is a hidden gem. The pork chop is not to be missed! Seriously! We savored every bite. Then debated about which dessert. You can't go wrong but highly recommend the chocolate Pot de Creme.
318,"data-hovercard-id=""yMoKe9EASvXtPKkFR10Jhg"">Amber M.","
        10/7/2017
    ",5.0,Ridiculous wait but phenomenal eggs Benedict (with shrimp) made it worth it. Will be back!
319,"data-hovercard-id=""YMSyizNqEojQmfc0jymhzw"">Vivian F.","
        9/30/2017
    ",5.0,"The food is amazing! Even better than I imagined (yes, that good). We tried several items, then shared an entree. The pork chop is not to be missed!"
330,"data-hovercard-id=""Z2_S5NEgBpLR_MFpIDQTuQ"">Meesh B.","
        8/17/2017
    ",5.0,"The food was amazing! My boyfriend Eric and I shared the smoked salmon sandwich, 1 magic pancake and an omelet and we finished everything on our plates, and that rarely happens! I also had a magic mimosa with candied ginger and ginger syrup which was delicious! We were there with family catching up and were able to sit at this nice corner/window booth without feeling crowded, the atmosphere was nice and not too loud inside. Yonnie was our server and he did an excellent job! Eric likes to collect little trinkets everywhere he goes and noticed the bottle cap magnets they use on their table top menus and asked if he could buy one. Not only did Yonnie come back with one but with four, one for each person at the table! He was super sweet, polite, accurate with our orders and wrote everything down and funny! He was able to answer any questions we had without leaving any info out even with a full section! We are from Tulsa, Ok and the next time we're in SF, we're definitely coming back to Zazie!"
331,"data-hovercard-id=""TB-_kan5IJpLgJrC8DCUaQ"">George W.","
        7/31/2017
    ",5.0,"I don't get why so many great reviews, the place is nice, the staff is nice... but I'm sorry to say the food was only average; my burger was plain, the potatoes are burned (not in a good way). The egg dishes are good but nothing special. Maybe their ingredients are top notch, but the end products are not. <br/><br/>Zazie has many rules, such as no substitutions in any orders, no special requests, my burger was cooked one way, their way of medium. The food at Zazie is not cheap but they do pay their staffs a living wage and offers full benefits, so that's nice."
332,"data-hovercard-id=""8-3NrFTF2FTnrCH_tTJ56w"">Teresa W.","
        2/23/2017
    ",5.0,"I love the menu as they have some unconventional choices! Our waitress is superb too! Out of all other brunch places in SF that we have to line up for a table, it's the place that I will keep coming back. <br/><br/>btw, the tip included in the menu is brilliant too! As the stats have shown that it's mostly based on one's habit not necessarily based on level of services."
333,"data-hovercard-id=""7mi2C73t8gRRjGoGRYRVMA"">John G.","
        2/2/2017
    ",5.0,So I just absolutely love this place. The food was so amazing!<br/>I loved the setting and the service was so good.
334,"data-hovercard-id=""lvhNF3xzUiSjBzMWsLkvhA"">MIKE R.","
        1/4/2017
    ",5.0,"Great breakfast. Long wait times, but worth it."
335,"data-hovercard-id=""q4dkPeZpjfLIW3Jrsql_vA"">J H.","
        12/2/2016
    ",5.0,Excellent place! I especially enjoyed the great service which is a rare find these days. And the food? Wow! Ive actually been here 3-4 times now and nearly anything on the brunch menu is fantastic.
336,"data-hovercard-id=""1MKGFUYo656ZSGnn4tdLJQ"">Marla J.","
        11/3/2016
    ",5.0,"Zazie is great!  The food is delicious, the entire staff is terrific and the ambiance is charming.  We loved our table in the window.  Special shout-out to Suhail who graciously welcomed us.  We look forward to returning soon and already have referred Zazie to our friends!"
337,"data-hovercard-id=""6gW7yPgMXYEwzr87aD1dpQ"">Mickster N.","
        11/2/2016
    ",5.0,Zazie is a classic value. Good food. Nice people. I love having quiet weekday breakfasts with my little one there and i take there most of my friends wjo visit the neighborhood
338,"data-hovercard-id=""J4iiK8mDwMbGwIoUFom_QA"">Mark M.","
        9/24/2016
    ",5.0,"Awesome, make sure to hit this up on a trip to San Fran.  It was walking distance to Golden State Park, so very convenient.  Make sure to order the coffee cake...WOW."
339,"data-hovercard-id=""Pt9ObMZ10ZwUtENu8uHpyQ"">Signly N.","
        9/22/2016
    ",5.0,I have been here a couple of time and this is the best place where you can get breakfast at least from my experience. Everything tasted so perfect and the people who work there are all very nice. The only thing is that it can be a but expensive but a part from that it is great.
350,"data-hovercard-id=""s7o9ZKSQ2lEYfCWccJ3CzQ"">Michelle W.","
        8/20/2016
    ",5.0,We are here for almost every meal while visiting SF. Love the food and the service! Great spot!!
351,"data-hovercard-id=""v7kri-CFuWeT0RbrKeIiBg"">Seren H.","
        6/28/2016
    ",5.0,"super brunch!!! my favorite in SF<br/>bonus: the menu price include a living wage, profit sharing, pension plan, ... for all the employees!"
352,"data-hovercard-id=""a04-jbrks0JlViZOaMWBDg"">Ricky L.","
        6/18/2016
    ",5.0,"Breathtaking! This place is more than I expected , service is outstanding and the quality in the  stands out. Will come by whenever I am in town !!!"
353,"data-hovercard-id=""gVMEcnz-QZSMsLCoFWoLqQ"">Scotty K.","
        6/12/2016
    ",5.0,"Everytime I visit from out of town, I make it a point to brunch at this gem. A little bit out of the way, but worth the short travel. Staff is excellent and the food is better."
354,"data-hovercard-id=""u4EtX1WhdiFjCxYaIABOqw"">Rachel M.","
        5/8/2016
    ",5.0,I LOVE THIS PLACE!! food is great! employees are great! and even the drinks are great! Not one complaint over here. If you're looking for a great breakfast look no further.
355,"data-hovercard-id=""U2G8ES4wpmN-bzfPg8PqUA"">Jaine F.","
        4/3/2016
    ",5.0,My experience - 10/10<br/>Place - 10/10<br/>Ambiance - 10/10<br/>Do I love it - Yes <br/><br/>Will I come back in Near future - For Sure
356,"data-hovercard-id=""FZpgo5-YxGhlYVPKuxsSuw"">Linda N.","
        3/22/2016
    ",5.0,"I am a brunch person on the weekend, and this is my favorite brunch-place with my friends. We always get seated right away. Their food choices is great and their tea and coffee are always on-point: never too sweet or too bland."
357,"data-hovercard-id=""rlg2Z3mXc30AFJnExdHqog"">Evgen P.","
        3/20/2016
    ",5.0,Should get something to-go from Tartine and an ice cream cone from Bi-rite to make it a perfect afternoon.
358,"data-hovercard-id=""ClLm3lC1OQAI_PFfT0f4gg"">Murphy B.","
        3/3/2016
    ",5.0,Another great place to go for breakfast and brunch. Best breakfast in a long time for a vacation place.
359,"data-hovercard-id=""fspb4MzHyffMV9sZY58A3w"">I R.","
        2/29/2016
    ",5.0,Delicious Valentine's Day Dinner
370,"data-hovercard-id=""mdIcYEfJJE4YTFAqxtvfdQ"">Arash S.","
        2/4/2016
    ",5.0,great
371,"data-hovercard-id=""N6LKixU0Xzj2P9Fy4-DBOQ"">Joey M.","
        2/3/2016
    ",5.0,"waited for 2 hours, but it was worth it! <br/>Had a wonderful meal with my friends!"
372,"data-hovercard-id=""3DZ0ufJWb26j74sOjs2N3Q"">Annabelle S.","
        11/29/2015
    ",5.0,Love this spot for breakfast! French toast tahiti and eggs benedict are ridiculously good.
373,"data-hovercard-id=""Dgb9VkI_BhP0vz5XgHt45A"">Angelica J.","
        11/13/2015
    ",5.0,this place is cute reasonably priced and has lovely service. could not recommend more! very hip but still is very down to earth. 5 stars!
374,"data-hovercard-id=""365CCLjvqPTyy-H0GUqq1w"">Virginia C.","
        10/22/2015
    ",5.0,Great place for brunch. Always busy.
375,"data-hovercard-id=""1neVYsZiZVtjjdjJGRlcuA"">Melissa W.","
        8/29/2015
    ",5.0,"Worth the wait, swing by and write your name and walk around! Amazing good and drink!"
376,"data-hovercard-id=""_md3B667MLLIiZV_1dgBfQ"">Edith S.","
        8/16/2015
    ",5.0,"This place is great. Since there can be some very long lines, since we are in grad school, we tend to go during the week. We always get a table within 10-15 mins. Their food is so good. The staff is very friendly. We love sitting out on the patio, especially if the sun is out. I am a little bit of a picky eater )no diary) but they always accommodate. I always get some type of poached egg and we always split one of the pancakes!"
377,"data-hovercard-id=""7_sbX_E_2ZSoIKE6_5XDaw"">Mie Z.","
        6/19/2015
    ",5.0,"Came in for breakfast at 8am when they opened. The place filled up really quick, but service was great. Everything we got was delicious!! Place is clean."
378,"data-hovercard-id=""uUYOl4GfBiL0HjoXrecowQ"">Ceci L.","
        6/11/2015
    ",5.0,"Great food, great ambiance!  Worth the 45min wait!"
379,"data-hovercard-id=""U8SQ9ReH9tvnISivpO11rQ"">Pamella M.","
        5/10/2015
    ",5.0,"FAST FAST Came here for a burger but was amazed by the other dishes. <br/>Our group had the bone marrow, corn soup, devils egg, baked oyster, burger. The corn soup was sooo Freaking Good! Some of my friends commented and said 'I can have a gallon of this'. So true! Everything was delicious <br/><br/>Service was good. They explained some of the dishes and how it was prepared. I'm sure i will be back."
390,"data-hovercard-id=""eN23EKxITM97l8IN4PC9wg"">Carlos R.","
        5/6/2015
    ",5.0,Just tried this place for the first time. SO GOOD. The crab eggs bendict and the gingerbread pancakes are so delicious. My lady friend had and eggs bendict with salsa on top and stuffed waffles with bananas on it. <br/><br/>Definitely try this place. SO DELICIOUS!!!
391,"data-hovercard-id=""Wqp_g3iRZxu5_SFRNdgsDQ"">Christopher M.","
        2/20/2015
    ",5.0,"This place is a cole valley institution, as you can plainly see by the lines on weekend mornings. <br/><br/>The food is good (particularly pancakes) and the staff/ambience are excellent. I highly recommend brunch out on the patio. (It can be cramped and noisy inside, so take that into account)<br/><br/>Sometimes the Telegraph Hill parrots noisily swoop over while one is eating outside. That's a great local touch - not something you see often. <br/><br/>A great place and highly recommended."
