,author,date,stars,review_body
95,Barnali D.,2016-09-25,5.0,"We had a wonderful brunch here!  Tasty food, excellent service, and an inviting, casual setting.

My husband and I got two dishes and shared, one savory and one sweet.  The french toast was excellent - light, fluffy, and flavorful. The brisket hash was also packed with flavor.  We appreciated the fact that the dishes were innovative twists on traditional items.  

The service was truly standout!  The wait staff was friendly, attentive, knowledgeable, patient and efficient.  We really felt well taken care of!

The setting is bright, inviting, and modern (but not ""overly"" so)!

An awesome spot for Sunday brunch - highly recommended!"
96,Christina S.,2018-10-14,5.0,"I was traveling with a friend to Napa to visit some wineries and see Calistoga and decided on stopping at Lovina for lunch.  What a wonderful find it was.  As soon as I stepped inside I liked what I saw.  It was comfortable, the sun was filling it with light, and the food smelled wonderful.  I ordered their BLT, and it was literally the best I ever had.  Served on sourdough bread, the bacon was perfectly cooked, and the tomatoes were heirloom and tasted like they were ripened on the vine.  Ending the meal with their dessert titled ""Let's Get Ready to Crumble"", it made our visit to Napa Valley a memorable pleasure.  I hope Lovina will be around for a very long time."
97,Adrienne R.,2018-01-31,4.0,I was pleasantly surprised by this meal! Me and my mom went for a mellow dinner on a Sunday night. They were playing fabulous music. The ambience is nice; it feels casual but still special. We had a delicata squash salad that was really delicious. Then we had a mushroom risotto that was very cheesy and delicious. Followed by an amazing ice cream sundae. Will definitely go back when in Calistoga!
98,Ryan R.,2018-04-29,5.0,Great service. Prime location. Delicious food. Easy parking.
99,Kate S.,2018-09-08,1.0,"For the record, I hate when people solely base their rating on the service, but I was so offended with Lovina's staff that I felt this was necessary. There were 4 employees talking amongst themselves and didn't acknowledge me as I walked in. Totally understandable if they were busy however the inside was empty and the patio was not full. When I chirped to see if anyone would look up, an employee replied, ""yes?"". I asked if there was a table available for my party. I let them know I was willing to wait and they replied ""okay, maybe we'll get something for you in a half hour."" I said ""okay, can I be put on the waiting list?"" Apprehensively she replied ""Sure"". I wonder if I would have received the same service if I was a different ethnicity."
100,Lance R.,2017-05-13,5.0,"This is hands-down our favorite restaurant in Calistoga.  Consistently excellent food in a setting that exudes casual elegance without feeling pretentious in the least.

Service is always friendly, professional, and appropriately paced.  Chef is usually out on the floor introducing himself and chatting with guests.  Prices are more-than-reasonable considering the location and the quality of food.

Not to be missed if you're in the area!"
101,Jeffrey H.,2016-05-07,1.0,"My black roommate and I came here for dinner without  reservation, I live in Napa and come for breakfast often

I am a white male, several guest FROWNED AT US, and the hostest Wanted to seat 3 WHITE WOMEN also without reservations IN FRONT OF US, and wanted US to wait 90 minutes for a tablle!

This is not a PROGRESSIVE RESTRAUNT, WARNING PEOPLE!"
102,Angela M.,2017-08-28,5.0,"Really cute and tiny restaurant in downtown Calistoga. Hours are limited. I visited with a friend and we sat outdoors at a patio with lots of umbrellas for shade. They didn't open until 9:30, which I feel is a little bit late, and within a few minutes of opening, the entire patio was full. Food and drinks were fresh and very good. My friend had French toast that she said was really great and I had chef Jenna's chicken tiki yum yum toast. The dish kind of looked like a mess on a plate, but was excellent. Service was extremely attentive, with constant check ins."
103,Sandra H.,2016-08-07,4.0,"Very good food and service. We had the Bolognese Pardella pasta, pork chop and rack of lamb. All were really good. A wide variety of wine to pair with the meal.
I would have given it 5 stars except that when it got crowded it was very hard to hear. They need shades on the windows too!!"
104,Paul E.,2018-07-28,5.0,"Omg the meat and pork pasta was the best meal I've ever had! Order it ""dirty"".  Amazing!"
105,Jim S.,2018-08-19,4.0,"Lovina is a small place in an old house, casual but with an upscale feel. Menu items are eclectic/inventive, but at least the ones we had were well executed and tasty. Service was excellent, prices were about as expected for the region."
106,Kurt S.,2017-05-13,1.0,"Good Luck!  What our hostess said as she pointed us to the door.  Some background:  We arrived on time with reservations made several days earlier.  The dining room was about 60% full.  We (wife and I) needed a table for two.  There were four obvious 2-person tables open, maybe more around the corner.  A few 4-person tables too were open.  She had one 2-person table that should not have been be a table.  It was placed between the front door, the bar, and the hostess station.  It was a really lousy table, unlike every other table in the restaurant.  The space should be used for a coat rack instead.  The hostess insisted on placing us in that horrible table, though we asked repeatedly for a different table.   Because the restaurant was fully booked through the evening she didn't care what we thought, and she made this loud and clear.

Apparently there were some other preferred customers, or who knows, maybe Donald Trump was on his way, and little people don't matter.  She had obvious problems with the computer table assignment system.  I'm not dropping $200 to $300 on a lousy dinner experience so decided to leave instead of taking that lousy table.  Her parting comment;  ""Good Luck!""

It's obvious this restaurant has become so full of itself it thinks it can get away with whatever behavior it wants.  A class act would have admitted their table problem and called another restaurant to get a table to help make things right.  I've noticed several other posts noting bad service and behavior at this restaurant.  There are many other restaurant options in Calistoga, try those first.  Nothing makes up for a cold dark table next to the dumpster."
107,A K.,2018-06-10,4.0,Excellent service! My friend and I shared the French Toast and I had the Breakfast Burrito and she had Susie's Remedy. The French Toast was delicious! My friend throughly enjoyed Susie's Remedy. Wish they had an espresso machine so we could've had lattes with our breakfast.
108,Jeanine B.,2018-07-23,5.0,"My husband and I went to Lovina last night for our anniversary. We enjoyed the best meal we had in years. We started with house made seeded focaccia bread (served with a chili oil) and deep fried mushroom polenta bites (both with a surprising twist). We both opted for the New York strip which was perfectly prepared and very high quality. It was served with a unique and savory salad. We paired our steak with a wonderful glass of Tempranillo from Six Sigma Ranch and Winery (Lake County). To finish our meal we opted for an amazing Fruit Crumble (blueberry, peaches, nectarines) served warm with gelato made from buffalo milk. It was obvious to us that innovation and creativity went into everything that was served to us. The  service we received was personable and professional. We couldn't have been happier. We look forward to going back for special meals in the future and just had to share our experience with the world."
109,Novlette S.,2017-12-24,5.0,Best Christmas Eve dinner! Everything we ordered was a hit! Staff was very friendly!!! Calistoga Kitchen is AWESOME!!
110,Alex B.,2016-02-21,4.0,"This review is specifically for their brunch experience. I enjoyed myself, and thought that the food was good. Definitely worth a try if you're in the area, but I don't think I'd go out of my way to come to this spot on every occasion I'm in Calistoga. The menu for brunch is limited, and they only have 1 protein option for the omelette: bacon.

The highlights: 
French Toast: this was definitely the best part of my meal. Thick bread, yummy fruit and tasty overall.

Omelette of the day: it was tasty, but in my humble opinion, forgettable. It was a 16 dollar omelette that only had cheese, spinach and some bacon. I was slightly disappointed that there were no other meat option, like ham.

Overall, the food is tasty (though a bit pricy which is expected in Calistoga), the location is amazing, and it's worth a try. Certain items here are forgettable, but the French toast is great!"
111,Joe K.,2017-05-09,4.0,Nice and cozy place to eat before wine tasting. Most items were sandwiches. Everything was very fresh and the BLT sandwich I had was light with salad and heavy with real cut bacon. Very tasty and service was very good. Great place and experience for that wine country weekend.
112,Amy V.,2016-06-05,4.0,"Scott, our waiter was so energetic, attentive, accommodating and friendly!!! Pretty sure he opened the door for me at least twice. 

I got the burger that came with mixed greens. The burger bun was soft and crispy. Very good! Meat seemed juicy as well. They don't serve fries here which I thought was interesting but at least the salad made it seem a little healthy. 

Minus one star only because of the overall price. Nice and clean atmosphere though!"
113,Joanna M.,2018-05-01,5.0,"Love everything. The service was lovely. The food was mind-blowing. We changed our reservation online because my mom wanted a last-minute massage and they were totally accommodating and gave us a call to check in with us. We rolled in at 8:45 (the latest reservation you can get). Had a stunning pork chop. I had no idea what to expect from a tangelo &amp; carrot purée, but it was bursting with the flavor of spring and balanced out with Indian spices and the meatiness of the pork chop. Very different and I think better than mustard's chop (we had it the next day for a serious side by side to decide if it was the best pork chop of our lives. Spoiler alert: LOVINA WINS). Wasn't super hungry so I went with the Little Gems and Avocado Salad, thinking it would be just a salad. It was also stunning. Well balanced with a little jalepeno in the dressing, garlicy breadcrumbs, citrus, and avocado. It ticked all my boxes for a meal, and then some. No cocktails, which I sort of appreciate because it made it easier to choose a nice wine and I had a cocktail at Sam's Social Club earlier anyway. We loved it so much we went back for breakfast the next day. I love the flavors the chefs are favoring. They are really different than a lot of what I see in napa valley (typically asparagus salads, burrata and artichokes everywhere, and the inevitable fried brussel sprouts side). At brunch we got the snap peas little bite as a starter. Even that was amazing. They tossed the peas in lemon olive oil and had big flakes of salt, and it came with a grilled ramp aioli that was so great my mom was eating it with her fingers- citrusy, grilled, garlicky YUM. Not to mention the perfect french toast with thick, to-die-for fresh whipped cream, and prefectly cooked bacon. Very exciting. Can't wait to go back."
114,Ali G.,2017-10-12,5.0,"Pretty much the best BLT I've had (or at least in the top 3). The bacon was perfect, the bread was crispy, and the greens were delicious. I also ordered the gazpacho soup. So good! We had a big group and sat inside, but if it was cooler, we might have sat outside. It looked very nice!"
115,Michelangelo S.,2014-10-02,3.0,"A Bit Pricey, A Bit Scant, A Bit Bland, And That Might Be Okay, Because....

SITREP

...I'm probably not the demographic for this place.  The three (3) us of popped in here after 1pm after hitting a winery, and we were looking for something to sop up the wine already swishing around inside us.  

I'll tell you, though, who would love love LOVE this place!  My Grandparents.  The cuisine was right up their alley - no taste, no spice, no pizzazz, and rather bland - and so obviously suitable for their delicate digestion.

THE SETUP

Earlier along the way on our trek, we saw an In N' Out Burger, and we came THAT close to triggering those desires for a solid burger.  [And as I continue to outline this review, by the end we almost wish we had.]

But no.  We were in Napa Valley and we were bound &amp; determined to try something new, something more in line with the elegance of this area, and not so ...uh..  ""pedestrian"", if you take my meaning.

CUSTOMER SERVICE

The staff were proficient, friendly, and a major credit to their restaurant.  From the hostess, the server, the 2nd server, they were on top of it the whole time, and they are the reason why this rated experience is at 3-stars and not lower.  The one thing we did not skimp on was the tip, since THEY deserved it. 

LE MENU

Fabi went for the Heirloom Tomato &amp; Mozzarella Omelet.  I almost did too, but Brian and I both pulled the triggered instead on their Steak Hash.  It looked promising.  And I can honestly say in any event that it was averagely good.  Not bad at all.

But it lacked taste, it lacked flavor, it lacked pizzazz.  I also found the portion to be considerably small, and rather pricey at the $15 price point.  

LOCATION LOCATION LOCATION

However, we were not in Sacramento where the exact same category item would be $10 at the Fox &amp; Goose - nor were we in Glendale where the exact same category item would be $8 at Jeremy's.   After all,  ""This is SPARTA!""  (Or rather, Calistoga).  And there always seems to be an attendant cost along with locational-ego. 

In the end, I wish I HAD gone with my ""gut"" feeling (for my ""gut"", you see), and that we had just stopped at In N' Out Burger while we had the chance.  It would have been much more satisfying, filling, and only for a 1/3 of the cost.

THE LOWDOWN

Sometimes you believe you need to give a ""new thing"" a shot, to try something different, while you are in a new location, for a new experience.  Just recognize the fact that sometimes it doesn't always pan out as the most rewarding new experience you are hoping for."
116,Soyoung P.,2016-05-21,5.0,"We got a perfect risotto here today! Had Duck soup and Arugula salad before risotto, and literally every dishes were completely emptied not because we were hungry, but because the dishes were so good and their recommendation of wine was so pleasant! 
Will be back for brunch tomorrow!"
117,Dawn S.,2017-10-08,5.0,"Fine dining with a hometown feel. We made reservations, recommended, and arrived a little earlier than expected. We were seated right away. I think we are fairly typical of the kinds of people that visit the Napa Valley. We aren't real wine snobs, but we know what flavors please us and we like a good meal that we wouldn't want to fix at home. The Calistoga Kitchen fit both of our needs. We started with a bottle of ""shiner"" or bottle without a label supplied by a local winery. It was a cabernet/zinfandel blend that was delicious with our appetizer and meal. We got the feeling that the menu changes seasonally, which for us is great. I love tasting seasonal foods in new and exciting ways. We had peaches and cream on delicious bread with a sweet chili citrus sauce that made the warmed peach sweetness pop (see photo). Dinner was great. It was their seasonal special so suffice it to say that it was delicious and I would venture to guess that the chef knows how to put flavors together that are both interesting and satisfying. Now the dessert seems like it was a staple; a pot of chocolate with marshmallows that have been browned a little, rich and decadent (see photo). We enjoyed our time here very much. We were very happy that we had walked from our hotel so we could walk back in a leisurely manner through the lovely town of Calistoga; enjoying our satisfied bellies."
118,Willyne W.,2017-10-28,5.0,The food here is wonderful. The flavors dance on your taste buds. If you are ever in town you must eat here!!
119,Lewis S.,2018-01-02,5.0,"Had a great meal with a group of friends New Years weekend. The place was busy but the staff was quick, friendly, and thoughtful. The food? Fantastic! Great selection of wine (naturally, it's in wine country) and beers too. Everyone had a lovely time and a great meal. What else could you ask for?"
120,Chesa C.,2015-12-13,5.0,"The gem of Calistoga! Don't settle for the pretentious overpriced places in the area; this place is the real thing.
First came here two years ago after my partner ran the half marathon. The duck soup stuck with me that day so I knew we'd have to come back.
 After all these years, the duck soup is still unforgettable, as were all the dinner dishes we ordered (lamb shank and roasted chicken). Dinner was so good we came back for brunch the next day. The smoked salmon on the latke was phenomenal. The rib eye hash was loaded with tasty veggies though it could have used a bit more rib eye. The French toast is pretty decadent.

The service is amazing! Chef Rick comes out to check on you and pastry chef/server Scott is a riot (not to mention a great pastry chef)."
121,Alicia K.,2017-04-20,5.0,"We were recommended by a local to come here for the ""love in the food coming from the kitchen.""  And she was right!  Great service, great atmosphere, great patio to enjoy a gorgeous day and incredible food. Delicious salad, rack of lamb and  bolognese. Don't miss out!"
122,Daniel C.,2017-09-19,5.0,Put wrong review here . My apologies. The food looks lovely lol. Saw the pictures and although didnt get to try it looks great .
123,Allison W.,2018-05-19,5.0,Fantastic brunch.  The toast with poached egg and mushrooms was the best!  Loved the atmosphere as well.  Great place for a morning coffee on the patio!
124,William W.,2018-06-11,4.0,"Food very good apps and entrees and desserts.Service very,music as well.Would go back in a heartbeat.Give it a shot worth it."
125,Jill G.,2017-08-29,4.0,"I went here for breakfast with some of girl friends. This place is super cute and all the girls loved their food. Unfortunately, I was super hungover so I can't speak to much...All I can say is, the sourdough toast I tried to eat was really yummy. The Bloody Mary was good and spicy, just the way I like it. And the bathroom was so nice nice and clean I that I visited it 2 times (cause I was hungover...sorry.)"
126,Stephanie J.,2018-05-26,3.0,"We were really excited to try Lovina as we love Zazzie in SF and would go all the time when we lived there. We went for breakfast and it wasn't too busy, which was nice, but they had no one working the front so had to wait and have a few servers walk by without acknowledging us for the first five minutes. Finally someone at the bar came up and sat us outside. The outdoor patio is really pretty and great ambiance. The food was subpar though :/ they were out of breakfast potatoes so my husband and I both went with mixed greens as our side dish for our breakfast. There was a dead insect in my salad unfortunately which I understand happens, means it's fresh lettuce! But still, not appetizing. I told the waitress quietly and she said sorry but didn't offer to bring a new salad or anything... probably won't be going back any time soon."
127,Anne Parker J.,2017-05-01,5.0,"On our way to Six Sigma Ranch in Clearlake for a high school mountain biking race, we decided to stop in Calistoga to grab some food. 
Haven't done any research ahead of time we decided to follow our instinct, and with a little bit of help from Yelp, discovered this gem of a restaurant. 
We read the menu before entering and found about 8 or 9 items that were appealing to us at that time. 
We settled for the quail salad (delicious), the duck soup (tasty), the black cod (aka. butter fish or sable fish, outstanding!!!)
Dessert was very good if lacking a bit in presentation (blob), but since we are pastry-chefs, our standards are above average:)
Next time we are in the region, we'll definitely come back!!"
128,Lori O.,2017-07-07,3.0,"We ended up waiting about 5 minutes in the entry way for someone to help us. Finally a waitress let us know a hostess will be right with us. We sat outside which is what we asked for as the Calistoga nights are absolutely perfect. The waitress finally came over and we ordered our appetizers and cocktails and we thought we were off to a good start. We get our app prior to the drinks which is not ideal but ok. We then proceed to order and the waitress lets us know that they are out of bolognese and salmon, which was our first two choices. Bummer. So we took another minute and ordered the duck and rabbits which both were good just would not order again. Disappointing due to all the good reviews, I definetely expected more."
129,Diana S.,2018-04-24,1.0,"HORRIBLE SERVICE! We were there on Sunday for lunch. The waitress had an attitude (maybe having a bad day?) Got food on table and had to ask several times for utensils to eat. :( Utensils came... no napkins. Asked for those and got eye roll. Ordered lemonade, didn't come until AFTER the meal when I asked about it. No apologies for any of the mistakes. Food underwhelming. The punch in the face: my kids have severe allergies so brought a baby watermelon (for desert) just for the kids. Asked for knife to cut... they can let you do that. Ok, I understand. When I asked them to cut it, they said $8 to cut it!!!!!! Thats just messed up! (Was NOT trying to avoid getting from them) There are PLENTY of better choices for food and service in that area."
130,HOLLY P.,2015-08-01,4.0,"Lovely sitting outside for dinner.  My BF had the roast duck soup.  Really really tasty.  Made with roast duck bones to make the broth.  Very good.  I had a beautiful arugula and beet salad.  Delicious and light.  Customer service is friendly and professional. I had the chicken breast, which was so good with the mushroom sauce and my BF had the duck with cherry reduction.  He thought it was juicy and cooked perfectly, medium rare, but wished the skin was a bit crisper."
131,Amanda C.,2016-07-06,4.0,"Came here with a reservation for breakfast since we didn't know how busy it would get on a July 4th weekend - got seated immediately with lots of seats inside and outside of the restaurant. We opted to sit inside and ordered their housemade lemonade - it was a bit on the sour side so I added my own sugar. I had the salmon salad and my boyfriend had the omelette of the day. My salmon salad was delicious with smoked salmon (a little on the saltier end, but eating it with the veggies help a lot), avocado, and deliciously sweet cherry tomatoes. My boyfriends truffle mushroom omelette was also delicious and you could taste the truffle very well. His also came with potatoes, yum! The chef later came to ask how our food was, which was a nice gesture of the restaurant to truly care for the customers' feedback. Definitely a nice breakfast spot in Calistoga :)"
132,Claudia A.,2017-08-27,5.0,"Adorable restaurant in an old home right on Lincoln. Charming outdoor patio enclosed with a white picket fence. Jennifer Bennett, owner of the amazing Zazie in San Francisco, is now at the helm and the food is delicious! Went for brunch and the pâté, fish, and burger were a hit. Homemade pickles and bun on the burger, fish was cooked perfectly with a delicious umami sauce, and the wonderful pâté came in a small mason jar with pickled onions and toasts. Super friendly staff took care of us."
133,Daphne G.,2017-09-21,5.0,"My husband &amp; I were on our way to our mud baths in Calistoga. We stopped here for brunch beforehand &amp; were blown away. The Baked House-Made ""Everything"" Ricotta was delish, served on their homemade focaccia bread. I had the Cedar Street Breakfast with the potatoes that were excellent combined with red peppers. But, let's talk bacon ... my bacon was thick-cut &amp; cooked PERFECTLY. Not your regular 2 pieces either, but 3. It was probably the best bacon I've had at a restaurant. My hubby had the breakfast sandwich that he had to eat with a fork because it was piled high with bacon, eggs, cheese &amp; tomato. He also had the house-made lemonade, which was super fresh sweetened with agave nectar. Eat here if you're in the area!"
134,Jade T.,2015-05-12,5.0,"A delicious, brilliantly cooked meal in a beautiful and charming setting. 

ATMOSPHERE- This place is adorable inside and out. The patio is irresistible with its charming tables and abundant foliage. One of my favorite restaurant patios in Napa Valley area. 

FOOD- excellent! The chef here is a genius. Not only are the flavors a perfect synergy, but the food is cooked masterfully. We shared the arugula and goat cheese salad, which was amazing. Though be warned its the very long and narrow form of arugula, that reminded me of frisée. (Check out the photo I posted of it). The presentation is lovely. I had the duck with sour cherries, cooked medium. There was no raw interior like you often get with duck breast; it was evenly cooked yet bursting with juice. And the sauce complimented the duck rather than masking it. There was a delicious sweet potato purée, which was lightly sweet from its natural goodness rather than the candied, saccharine variety served at most places. My husband had the pork chop, which was generous in size and flavor. 

SERVICE- all the servers and bussers were very nice, helpful and deferential. 

Can't wait to go back and try something else (they change their menu regularly)!"
135,Kelly F.,2017-08-27,5.0,Had breakfast here and the food was so delicious that we wish we were staying longer so that we could have lunch and dinner here. The produce is incredibly fresh!!!
136,Vida D.,2017-08-20,4.0,"Loved everything about our visit. Friendly staff, and a great, seasonal menu. Seating is either on the cute garden patio or in the cozy interior space...both are perfect for a date or group dinner. Everything on the menu looked and tasted incredible. We really enjoyed our experience...looking forward to our next visit!"
137,Cynthia O.,2018-01-02,5.0,"Love this place! My family and I recently enjoyed a great dinner here. Our favorites included the little gems salad (amaaaazing punchy buttermilk dressing), the bronzini with fire-roasted tomatoes and an assortment of lesser sea creatures, some really stunning roasted heirloom pork chops, and of course Zazie's signature baked hot chocolate. The service and atmosphere were both excellent, and the pineapple guavas in the parking lot were a thoughtful add-on. More restaurants should landscape with exotic fruit."
138,Stewart E.,2016-05-09,5.0,"Everything was fresh and cooked to perfection. We shared the House made granola with yogurt,
French toast, with a side of eggs and bacon. Plenty of food for 2. The French toast was at least an inch thick and so yummy. It wasn't too sugary and had cinnamon and walnuts in it. They also had fresh squeezed orange juice. Staff was very nice. The head chef visited our table and was very nice and funny too."
139,Faith A.,2017-05-28,2.0,"Charming garden seating and good salad and bread, but if you're going to talk me into spending $18.00 on a tuna sandwich (#okaymybad), even after I warn you I'm a flavor-forward girl, it damn well better come as advertised. And when the capers and Kalamata olives are nowhere to be found, you might want to comp the whole tasting-like-canned, mayo-y mess. #evenneedssalt #epicwaitressingfail #gimmemy20 #wherestheleadership #cryinginmycar"
140,Jay E.,2016-04-30,5.0,"From the minute we entered we were treated as valued customers. Inside or outside? Both were available tonight. It was a little cool and no heaters, so we chose inside. My sweetie ordered a glass of Pinot Noir. It was nice.

I ordered the Chicken w/ Risotto and she had the locally caught Sole with mushrooms and vegetables. Both dishes were exceptional. Chicken was done to perfection. I got a taste of the Sole, and the sauce was delicious.

Our waiter was really nice and just the right amount of attention.

We had a dessert of Coconut Tapioca with Sorbet. Very light and not too sweet.

I was hoping for an Espresso, but they only had drip coffee. No problem. The coffee was good.

A few notes:
- Inside was slightly noisy from loud talking customers next to us.
- Well-behaved dogs are welcome on the patio

Overall experience was excellent!"
141,Cathy W.,2016-03-26,5.0,"Our niece was visiting from Portland, Or. so my sister and I took her on a Napa Valley tour. We were in Calistoga at lunch time, and came upon this quaint little Cafe. The patio beckoned us to come in! The menu is totally filled with healthy choices. If your looking for a a burger, they offer one but no fries. Wonderful salad choices too! I had the Chicken Buen Mi sandwich. A delicious grilled thigh, served on a Brioche Bun with all sorts of greens and thin slices of Sriracha peppers. My sister and niece chose salads and added a grilled chicken breast as well. The cute patio area was a perfect place on a beautiful day. Our waiter was a sweetheart as well. He even surprised us with a complementary dessert of a  Flourless Chocolate Brownie with Ice Cream! The chef even mingled from time to time with us, making sure we were satisfied with our meal!! If your looking for a special dining experience, I recommend The Calistoga Kitchen!"
142,Natasha K.,2017-07-25,5.0,"This place is fantastic! Went here on the last day of our weekend in Calistoga, and have decided that this will definitely be our go-to place when we come back. The staff is SO friendly and the service is speedy. The food was delicious, without the pretentious price-point of most the other restaurants in the area. The restaurant has a really cute, quaint atmosphere with a pretty outdoor dining area. Definitely recommend!"
143,Amuse B.,2017-03-30,5.0,This was recommended by many of the locals we met and we weren't disappointed. We ordered off the specials menu ad our meals were delicious. $15 corkage which is a deal.
144,Kate C.,2017-11-07,5.0,"What a fantastic spot! Was just up this past weekend in Calistoga staying around the corner and came here for dinner Saturday night, then late brunch the next day! The food is both creative and comfortable. Nothing pretentious here, just fresh local ingredients and a lotta love. There wasn't one thing that we didn't think was great, but highlights were: the ""everything"" ricotta which was phenomenal, and I recommend asking for it with a big spoon; the cavatelli goat bolognese (which was a special, but hopefully they'll have it again, or something similar) has changed all my previously-held feelings about goat meat...and bolognese....and cavatelli - spicey yet not too heavy, thanks to the delicate house-made cavatelli; the bavette steak was perfectly prepared and tasty enough for me, not the biggest steak fan, to have more than a few bites (much to my husband's chagrin); finally, the chicken &amp; dumplings will CHANGE YOUR LIFE. It's basically a hearty chicken soup with dumplings in it, but the flavors and textures are rich and perfectly balanced, and the dumplings are soft little heaven pillows, while the whole thing will fill you up without weighing you down. I recommend adding one of the house-made hot sauces/salsas if you're a fan of that kind of thing. I did for a few bites and was not disappointed. Ambiance is warm and inviting, the staff is friendly and helpful and attentive without hovering. They really want you to enjoy yourself, and you do! It feels good being there and I am really looking forward to going back!"
145,Katie M.,2015-03-08,5.0,"Great service. Amazing food that was in my top 10 restaurants ever. Scallops were cooked perfectly and use of truffle oil perfection. The chef came out and personally checked in with every table. Great menu selection, Quick service and adorable place. I kept going on about how amazing it was (which apparently gets annoying to your date...the only downside). Hands down, this is a winner and I can't wait to come back."
146,Charlie D.,2016-02-21,4.0,"Omg! The French toast is amazing! Crunchy on the outside, soft and sweet on the inside! It's horribly guilty but worth going to hell for it. The duck hash was pretty good too...though the French toast stole the show. Definitely coming back for round II"
147,Susie R.,2015-04-08,4.0,"It's difficult to give stars since we didn't eat here BUT we must give the chef kudos.  We heard they have the BEST BLTs so we stopped on our way through Calistoga.  Unfortunately the restaurant wasn't open today (a Wednesday).  The chef spotted us through the door, though, and came out to speak with us.  He gave us several recommendations for local dining and we ended up at a amazing place for lunch.

Thank you, chef Rick Warkel, for being so hospitable.  We hope to make it back to your restaurant sometime to sample your work."
148,Karina C.,2017-03-19,4.0,"Before sharing everything that was great about this restaurant I want to address the one critique I have about their service which seems to be all too common anymore and right off the bat can send patrons into a negative state. It is also something if addressed can have the opposite effect. We had made dinner reservations through Open Table and when we arrived on time, most of the two tops were still empty, however the hostess led us to one of the worst tables close to the kitchen. When I asked whether we could sit at one of the other more desirable tables she told us that they were trying to turn over tables fast that night and could not accommodate that request. I was not really sure how that explained her decision but we went ahead and had dinner at the assigned table. We noticed throughout our 1.5hr dinner that those other tables did not fill up but she had also declined other patrons request for a certain table and even sat a couple outside rather than give them an available table inside. By the time we left there was still the same table available we had requested earlier. We clearly felt that we were not considered as valued as guests as others. The easiest thing for hosts is to seat guests at the best available table at the time. This way everyone feels welcome and later guests understand that the best tables might be gone by then.
Our dinner otherwise was lovely. I had the duck breast which was cooked to a perfect medium temperature and was accompanied by the best snap peas and sweet potato purée. The cherry glaze topped it off for perfection. My husband had the crab filled tortellini special in a saffron fish stock, which reminded us of a Boullabaise and was delicious. Service, aside from the hostess', was impeccable. The timing of the courses was done perfectly and our lovely server was knowledgeable and attentive. 
I would have given this experience 5 stars had the hostess been more welcoming."
149,Emma B.,2017-04-10,5.0,I've had two dinner meals here and really enjoyed both. We had reservations both times. Also - the desserts are so good! I think I like them better than the dinner meals. I'd like to come back on a warm day and sit outside.
150,Rita H.,2014-10-04,2.0,"My husband and I were wandering around Lincoln around 8pm on a Thursday night looking for any food that is fast and edible.  We walked in to Calistoga Kitchen without a reservation, and they told us we can eat at the bar if we don't want to wait for a table.  Sounds good, but that's pretty much where the pleasantries end.

The service is slightly below average.  We waited 15 mins after sitting down for someone to realize we exist, despite the fact that the bar is right in front of the kitchen, and where ALL servers and the hostess return to like a hive or mothership.  We were hoping to order when we got our waters, but I think the waitress sensed that, so she poured the water and hightailed it out of there.  We waited another 8 minutes before another waitress came by to take our order.  At least our food came at a reasonable time, but at the end it took forever to get our bill and get out of there.  Ugh, don't know why they gave us terrible service and then refused to put us out of our misery sooner.

Here's the best part.  We ordered our overpriced ""ribeye"" and it didn't taste like one.  The meat was bland and tough and lacked any marbling.  And they left us a present, the same way your cat bestows upon you a fresh bird carcass on your living room floor.  The ""ribeye"" was still wrapped in the elastic cord that was used during storing or cooking or something, my husband almost choked on it.  I have included a picture.  Of the cord, not the choking.  Overall it was the most disappointing $45 ever.

Oh we also ordered a starter of bread and olive oil because we foolishly thought it would be a shared appetizer.  When 3 thumb-sized slices of bread arrived, we couldn't stop laughing.

TL;DNR:  Service was slow, food not great and a choking hazard, and overpriced, don't get the ""ribeye""."
151,Ken W.,2016-02-14,3.0,"Limited brunch/lunch menu, food taste is average and so is the service. Cute garden type dining outside but the overall experience is unremarkable. Prices are reasonable, parking can be a challenge. Overall, a ho hum dining experience."
152,Klaus C.,2017-05-28,4.0,"We visited Calistoga Kitchen 27 May 2017 for the first time. What made us book a table there in the first place was Chef Rick - the evening before we were checking out the dining scene and Chef Rick came out personally to greet us and explained us about the specials on his menu - Manilla clams in an exquisite chorizo broth was the one that got me hooked for the following evening.
Again, as we came in for our reservation, chef Rick was so personable making sure that we were comfortable - in general a great staff who create such a homey atmosphere. 
We kicked off with the House cured salmon on a potato cake - amazingly crisp combo that also include horse radish and hard boiled egg in the middle. For mains, we went for the Manilla Clams and the Spring Risotto - the clams excellent and the chorizo broth w really good spice and acidity levels. The risotto kept surprisingly light, and very fresh mushrooms.
The staff's wine suggestions were terrific.
Can't wait to visit again!!!"
153,Tina R.,2016-02-28,5.0,"The food here is SO DELICIOUS!! The portions may be small for their price, but it was totally worth it! I had steak and eggs and it also came with potatoes and toast. Everything on my plate was cooked to order. My steak was medium and my eggs sunny side up just the way I wanted them. I've never had such great steak like this before. I don't even know why I asked for ketchup because I ended up not using it in the end. That's how tender and tasty the steak was by itself! LOVEEE LOVEE LOVVEEE! If I'm ever in Calistoga or anywhere North in Napa again, I'll definitely come by here for brunch! Oh, did I mention that the people who work here are so nice and friendly? Yup!"
